-0.7093,-2.628,-0.42562,0.85078,276,358,312,424,360,408,0.013877,0.0081541,1
-3.9127,-3.6683,0.55701,-0.5544,242,282,234,236,336,356,0.024964,0.0286,1
-1.6265,-1.9068,0.4387,0.81753,284,282,428,200,308,364,0.023054,0.036216,1
-3.6586,-2.0811,-3.102,-0.62934,300,360,370,300,396,380,0.064953,0.066701,1
-1.829,-3.4532,-0.83129,0.13722,218,224,430,386,284,304,0.10196,0.10465,1
-3.5018,-2.0619,-1.6861,-0.9437,284,246,352,298,440,400,0.083494,0.09205,1
-6.266,-5.1563,-4.2292,-3.7507,308,348,344,298,268,240,0.059897,0.058456,1
0.16939,-2.2887,-1.3691,-0.9429,294,272,366,432,420,336,0.05013,0.040049,1
-2.529,-2.1969,-0.16838,-1.0821,264,280,372,356,592,208,0.014283,0.01577,1
-3.8311,-3.2172,-3.1397,-1.7487,378,294,360,374,396,352,0.051928,0.048182,1
-2.7711,-4.66,-2.3799,0.042725,266,292,438,302,428,436,0.025517,0.017895,1
-1.0301,-3.0518,-1.0772,-1.0535,252,286,234,344,252,324,0.067306,0.058982,1
-1.8352,-4.541,-2.1163,-1.3392,312,282,354,350,416,420,0.029794,0.024957,1
-4.4327,-2.1627,-0.68755,-0.31511,256,294,356,270,132,312,0.036172,0.044108,1
-2.4569,-2.2797,0.0044105,0.23712,288,274,306,400,364,316,0.026104,0.019297,1
-3.0689,-3.554,-0.99084,-2.6048,312,312,384,394,384,412,0.021267,3.3234e-05,1
-3.5564,-1.8477,-3.236,-3.2774,278,384,430,342,328,340,0.054026,0.061313,1
-0.41134,0.065541,1.3309,-1.3627,324,272,366,378,340,332,0.034824,0.052085,1
-0.82,-1.7883,1.354,-2.6701,284,224,218,330,348,348,0.0095676,0.0092589,1
-3.3717,-1.9227,0.97947,-1.0138,286,306,268,306,348,292,0.088607,0.054627,1
-1.405,-4.0226,-1.0126,-0.063595,266,240,442,360,288,376,0.015775,0.025384,2
-2.7573,-4.3282,-1.7828,-1.7275,274,276,428,450,420,372,0.056238,0.057682,2
-4.2904,-3.0698,-4.2449,-2.9653,298,338,392,450,360,320,0.093892,0.084167,2
-1.221,-1.8375,0.75918,-0.032236,356,380,314,430,392,412,0.019765,0.0075525,2
-4.6634,-2.5164,2.1541,-0.95087,274,250,218,300,252,288,0.063825,0.064391,2
-1.5607,-0.67356,-0.65296,-0.0069242,278,258,318,200,236,292,0.089298,0.082033,2
-1.9922,1.6779,-0.35618,-2.21,330,162,354,386,228,200,0.035446,0.035968,2
-4.4972,-1.688,0.12569,-1.5525,268,284,436,312,204,336,0.038659,0.053642,2
-3.3979,0.65386,0.34123,-1.4201,310,366,450,428,280,328,0.010851,0.023283,2
-2.2339,-0.99754,0.69019,-0.90184,250,290,200,298,300,320,-0.00441,0.015083,2
0.93984,1.1271,1.3654,-0.55667,400,364,426,450,304,368,0.052715,0.056049,2
-2.5757,-0.3829,-3.52,-3.7546,400,400,434,450,336,336,0.084521,0.083823,2
-0.24377,-2.7952,-3.1128,-0.80471,316,246,342,324,300,380,0.017206,-0.001131,2
-1.3723,-1.9527,-1.5113,-1.3527,284,320,444,426,256,260,0.0019284,0.022322,2
-3.3492,-1.7527,1.9185,0.33619,256,230,216,270,200,212,0.041848,0.042055,2
-3.47,-3.7222,-2.3171,-0.078596,228,226,288,272,212,264,0.033883,0.048119,2
0.044793,0.14024,-0.89169,2.7854,246,152,334,216,344,300,0.028169,0.033682,2
1.2855,0.4988,1.0551,0.030158,150,190,314,424,328,448,0.024983,0.0063443,2
-5.3614,-0.76139,0.56118,-0.69812,270,230,234,322,256,396,0.03844,0.043803,2
-1.7083,-0.45712,0.34217,-1.7018,292,252,272,412,384,448,0.020676,0.039569,2
-4.4892,-7.4578,-5.1518,-1.1033,224,270,332,230,424,324,0.060023,0.060476,2
-0.7298,-0.85535,0.81668,-0.057511,212,240,204,256,480,424,0.027666,0.035219,2
-4.0356,-0.65827,-0.80868,-2.1385,396,368,232,442,292,604,0.023548,0.032688,2
-4.0589,-1.7777,-3.0039,-0.14075,270,246,322,310,268,236,0.046785,0.04895,2
0.29475,-1.9141,-0.43645,-0.060072,202,316,368,366,336,396,0.044669,0.055496,2
-1.5556,-1.5027,-1.9989,-1.8057,332,386,408,450,344,320,0.037251,0.024543,2
0.58491,-0.5041,0.65944,1.5372,242,314,450,450,324,320,0.065168,0.069546,2
1.0453,-0.070794,-1.5157,-1.5945,208,216,426,434,300,308,0.052058,0.065917,2
-1.7162,-4.2089,1.57,0.065306,244,222,258,200,256,316,0.057956,0.056385,2
-1.2225,-4.946,-3.3822,-1.1677,268,246,300,380,380,372,0.062602,0.061395,2
-2.5467,-0.51009,-0.80988,-2.0949,260,296,450,344,260,420,0.020278,0.031583,2
-0.60609,2.9594,2.2439,0.14389,214,210,200,314,248,260,0.033951,0.040781,2
-2.1267,0.30131,1.7588,2.027,248,196,450,280,324,352,0.054377,0.067362,2
-1.5075,-0.43118,-1.1939,-0.54726,300,362,346,284,408,412,0.023732,0.033022,2
-1.5718,-3.9883,-0.6218,-0.12073,314,290,290,286,320,316,0.03649,0.026471,2
-2.3771,-3.4781,-1.5992,-1.2283,272,284,390,348,392,404,0.03627,0.016265,2
-0.017911,-4.4491,-2.6124,-1.6185,242,220,368,338,356,348,0.10774,0.1134,2
1.1858,0.56617,2.6244,-0.030341,268,338,292,422,336,288,0.039914,0.022497,2
-2.0917,-2.3065,-0.68885,-0.54097,270,270,450,442,332,384,0.031726,0.022514,2
-0.83032,-0.27383,-1.4506,-1.6702,224,158,342,372,244,180,0.023302,0.028034,2
-3.049,1.189,3.2052,-2.2044,302,172,212,328,184,336,0.044203,0.045022,2
-1.045,-4.1862,-0.053111,-1.4878,286,278,316,310,276,320,0.0003279,0.017311,2
-2.7942,-3.2989,-0.3042,-0.16973,290,230,304,380,288,256,0.038481,0.034035,2
-2.136,-1.0629,-1.3053,-2.1544,316,284,378,356,356,336,0.010836,0.0079317,2
-0.030802,0.0087646,-0.060822,-0.85775,292,202,450,214,344,264,0.027793,0.015024,2
-4.6155,-1.6559,1.6041,-0.54744,270,270,206,272,284,308,0.0098963,0.010705,2
0.21363,-1.1334,-0.4531,0.63504,268,328,418,434,356,352,0.061324,0.057153,2
-1.6837,-0.28819,-0.54057,-1.5891,294,308,402,306,368,396,0.047186,0.030775,2
0.40519,-1.9792,-0.53703,-0.62982,286,274,276,276,272,368,0.0065603,0.006199,2
-0.95778,-2.7425,-0.33697,-0.7919,272,280,446,436,304,344,0.043517,0.049633,2
-5.1292,-5.5038,-0.87201,0.85164,252,238,356,320,356,332,0.08675,0.095344,2
-3.5026,-1.8948,0.30564,-2.6906,302,316,252,386,324,364,0.051136,0.067811,2
